loc_rowid,pl_name,discoverymethod,disc_year,disc_facility,pl_orbper,pl_bmasse
14052,Kepler-24 b,Transit,2011,Kepler,8.14511872,
14053,Kepler-24 b,Transit,2011,Kepler,8.14511872,
14054,Kepler-24 b,Transit,2011,Kepler,8.14511872,
14055,Kepler-24 b,Transit,2011,Kepler,,
14056,Kepler-24 b,Transit,2011,Kepler,8.14515981,
14057,Kepler-24 c,Transit,2011,Kepler,12.33346255,
14058,Kepler-24 c,Transit,2011,Kepler,12.33354,
14059,Kepler-24 c,Transit,2011,Kepler,12.33340885,
14060,Kepler-24 c,Transit,2011,Kepler,12.33343853,
14061,Kepler-24 c,Transit,2011,Kepler,12.333,33.6
14062,Kepler-24 c,Transit,2011,Kepler,12.33340885,
14063,Kepler-24 c,Transit,2011,Kepler,12.33340885,
14064,Kepler-24 c,Transit,2011,Kepler,12.33340885,
14065,Kepler-24 c,Transit,2011,Kepler,,
14066,Kepler-24 c,Transit,2011,Kepler,12.3335,508.5
14067,Kepler-24 d,Transit,2014,Kepler,4.24437621,
14068,Kepler-24 d,Transit,2014,Kepler,4.24437621,
14069,Kepler-24 d,Transit,2014,Kepler,4.24439049,
14070,Kepler-24 d,Transit,2014,Kepler,4.244363,
14071,Kepler-24 d,Transit,2014,Kepler,4.24437621,
14072,Kepler-24 d,Transit,2014,Kepler,,
14073,Kepler-24 d,Transit,2014,Kepler,4.24437621,
14074,Kepler-24 d,Transit,2014,Kepler,4.244384,
14075,Kepler-24 e,Transit,2014,Kepler,18.99835,
14076,Kepler-24 e,Transit,2014,Kepler,,
14077,Kepler-24 e,Transit,2014,Kepler,18.99850923,
14078,Kepler-24 e,Transit,2014,Kepler,18.99850923,
14079,Kepler-24 e,Transit,2014,Kepler,18.99850923,
14080,Kepler-24 e,Transit,2014,Kepler,18.99850923,
14081,Kepler-24 e,Transit,2014,Kepler,18.9985279,
14082,Kepler-24 e,Transit,2014,Kepler,18.99815959,
14083,Kepler-24 e,Transit,2014,Kepler,18.998355,
14084,Kepler-240 b,Transit,2014,Kepler,4.14451776,
14085,Kepler-240 b,Transit,2014,Kepler,,
14086,Kepler-240 b,Transit,2014,Kepler,4.144495,
14087,Kepler-240 b,Transit,2014,Kepler,4.14451776,
14088,Kepler-240 b,Transit,2014,Kepler,4.14449219,
14089,Kepler-240 b,Transit,2014,Kepler,4.14451776,
14090,Kepler-240 b,Transit,2014,Kepler,4.14451656,
14091,Kepler-240 b,Transit,2014,Kepler,4.14451776,
14092,Kepler-240 b,Transit,2014,Kepler,4.144538,
14093,Kepler-240 b,Transit,2014,Kepler,4.145,
14094,Kepler-240 c,Transit,2014,Kepler,7.953528,
14095,Kepler-240 c,Transit,2014,Kepler,7.953547,
14096,Kepler-240 c,Transit,2014,Kepler,7.95355717,
14097,Kepler-240 c,Transit,2014,Kepler,,
14098,Kepler-240 c,Transit,2014,Kepler,7.95355717,
14099,Kepler-240 c,Transit,2014,Kepler,7.954,102.3
14100,Kepler-240 c,Transit,2014,Kepler,7.95355717,
14101,Kepler-240 c,Transit,2014,Kepler,7.95359329,
14102,Kepler-240 c,Transit,2014,Kepler,7.95355717,
14103,Kepler-240 c,Transit,2014,Kepler,7.95353767,
14104,Kepler-240 c,Transit,2014,Kepler,7.953558,
14105,Kepler-241 b,Transit,2014,Kepler,12.71810317,
14106,Kepler-241 b,Transit,2014,Kepler,12.71810317,
14107,Kepler-241 b,Transit,2014,Kepler,12.71807,
14108,Kepler-241 b,Transit,2014,Kepler,12.71810317,
14109,Kepler-241 b,Transit,2014,Kepler,12.71809866,
14110,Kepler-241 b,Transit,2014,Kepler,12.71809081,
14111,Kepler-241 b,Transit,2014,Kepler,12.718092,
14112,Kepler-241 b,Transit,2014,Kepler,12.71810317,
14113,Kepler-241 b,Transit,2014,Kepler,12.71811234,
14114,Kepler-241 c,Transit,2014,Kepler,36.06588163,
14115,Kepler-241 c,Transit,2014,Kepler,36.06587916,
14116,Kepler-241 c,Transit,2014,Kepler,36.06595,
14117,Kepler-241 c,Transit,2014,Kepler,36.065978,
14118,Kepler-241 c,Transit,2014,Kepler,36.06542891,
14119,Kepler-241 c,Transit,2014,Kepler,36.06587916,
14120,Kepler-241 c,Transit,2014,Kepler,36.06587916,
14121,Kepler-241 c,Transit,2014,Kepler,36.06586088,
14122,Kepler-241 c,Transit,2014,Kepler,36.06587916,
14123,Kepler-242 b,Transit,2014,Kepler,8.2039687,
14124,Kepler-242 b,Transit,2014,Kepler,8.20395783,
14125,Kepler-242 b,Transit,2014,Kepler,8.203904,
14126,Kepler-242 b,Transit,2014,Kepler,8.2039687,
14127,Kepler-242 b,Transit,2014,Kepler,8.2039687,
14128,Kepler-242 b,Transit,2014,Kepler,,
14129,Kepler-242 b,Transit,2014,Kepler,8.20395,
14130,Kepler-242 b,Transit,2014,Kepler,8.2039687,
14131,Kepler-242 b,Transit,2014,Kepler,8.20396958,
14132,Kepler-242 b,Transit,2014,Kepler,8.20398243,
14133,Kepler-242 c,Transit,2014,Kepler,14.49672,
14134,Kepler-242 c,Transit,2014,Kepler,,
14135,Kepler-242 c,Transit,2014,Kepler,14.49643531,
14136,Kepler-242 c,Transit,2014,Kepler,14.496481,
14137,Kepler-242 c,Transit,2014,Kepler,14.49643531,
14138,Kepler-242 c,Transit,2014,Kepler,14.49643531,
14139,Kepler-242 c,Transit,2014,Kepler,14.49645186,
14140,Kepler-242 c,Transit,2014,Kepler,14.49643531,
14141,Kepler-242 c,Transit,2014,Kepler,14.49647975,
14142,Kepler-242 c,Transit,2014,Kepler,14.49652389,
14143,Kepler-243 b,Transit,2014,Kepler,5.71542142,
14144,Kepler-243 b,Transit,2014,Kepler,5.71542598,
14145,Kepler-243 b,Transit,2014,Kepler,5.71542485,
14146,Kepler-243 b,Transit,2014,Kepler,5.715442,
14147,Kepler-243 b,Transit,2014,Kepler,5.71543022,
14148,Kepler-243 b,Transit,2014,Kepler,,
14149,Kepler-243 b,Transit,2014,Kepler,5.71543,
14150,Kepler-243 b,Transit,2014,Kepler,5.71542485,
14151,Kepler-243 b,Transit,2014,Kepler,5.71542485,
14152,Kepler-243 b,Transit,2014,Kepler,5.71542485,
14153,Kepler-243 c,Transit,2014,Kepler,20.026231,
14154,Kepler-243 c,Transit,2014,Kepler,20.0261412,
14155,Kepler-243 c,Transit,2014,Kepler,20.026218,
14156,Kepler-243 c,Transit,2014,Kepler,,
14157,Kepler-243 c,Transit,2014,Kepler,20.026231,
14158,Kepler-243 c,Transit,2014,Kepler,20.02618595,
14159,Kepler-243 c,Transit,2014,Kepler,20.02609195,
14160,Kepler-243 c,Transit,2014,Kepler,20.02591,
14161,Kepler-243 c,Transit,2014,Kepler,20.026231,
14162,Kepler-243 c,Transit,2014,Kepler,20.026231,
14163,Kepler-244 b,Transit,2014,Kepler,4.311792,
14164,Kepler-244 b,Transit,2014,Kepler,4.31178179,
14165,Kepler-244 b,Transit,2014,Kepler,4.31178046,
14166,Kepler-244 b,Transit,2014,Kepler,4.31177991,
14167,Kepler-244 b,Transit,2014,Kepler,4.31178026,
14168,Kepler-244 b,Transit,2014,Kepler,4.31177991,
14169,Kepler-244 b,Transit,2014,Kepler,4.31177991,
14170,Kepler-244 b,Transit,2014,Kepler,4.311802,
14171,Kepler-244 b,Transit,2014,Kepler,4.31177991,
14172,Kepler-244 b,Transit,2014,Kepler,,
14173,Kepler-244 c,Transit,2014,Kepler,9.767,
14174,Kepler-244 c,Transit,2014,Kepler,9.767292,
14175,Kepler-244 c,Transit,2014,Kepler,,
14176,Kepler-244 c,Transit,2014,Kepler,9.76734365,
14177,Kepler-244 c,Transit,2014,Kepler,9.76732448,
14178,Kepler-244 c,Transit,2014,Kepler,9.76738077,
14179,Kepler-244 c,Transit,2014,Kepler,9.76734365,
14180,Kepler-244 c,Transit,2014,Kepler,9.76734365,
14181,Kepler-244 c,Transit,2014,Kepler,9.76734503,
14182,Kepler-244 c,Transit,2014,Kepler,9.767316,
14183,Kepler-244 c,Transit,2014,Kepler,9.76734365,
14184,Kepler-244 d,Transit,2014,Kepler,20.051,15.2
14185,Kepler-244 d,Transit,2014,Kepler,20.050401,
14186,Kepler-244 d,Transit,2014,Kepler,20.0504494,
14187,Kepler-244 d,Transit,2014,Kepler,20.05040157,
14188,Kepler-244 d,Transit,2014,Kepler,20.05040157,
14189,Kepler-244 d,Transit,2014,Kepler,20.05040157,
14190,Kepler-244 d,Transit,2014,Kepler,,
14191,Kepler-244 d,Transit,2014,Kepler,20.05040157,
14192,Kepler-244 d,Transit,2014,Kepler,20.05018325,
14193,Kepler-244 d,Transit,2014,Kepler,20.05043,
14194,Kepler-244 d,Transit,2014,Kepler,20.05053601,
14195,Kepler-245 b,Transit,2014,Kepler,7.49019,
14196,Kepler-245 b,Transit,2014,Kepler,7.49018305,
14197,Kepler-245 b,Transit,2014,Kepler,7.49017229,
14198,Kepler-245 b,Transit,2014,Kepler,7.490188,
14199,Kepler-245 b,Transit,2014,Kepler,7.49017229,
14200,Kepler-245 b,Transit,2014,Kepler,7.49017229,
14201,Kepler-245 b,Transit,2014,Kepler,,
14202,Kepler-245 b,Transit,2014,Kepler,7.49017069,
14203,Kepler-245 b,Transit,2014,Kepler,7.49017229,
14204,Kepler-245 b,Transit,2014,Kepler,7.49017898,
14205,Kepler-245 c,Transit,2014,Kepler,17.460812,
14206,Kepler-245 c,Transit,2014,Kepler,17.46085263,
14207,Kepler-245 c,Transit,2014,Kepler,17.46085263,
14208,Kepler-245 c,Transit,2014,Kepler,17.46067,
14209,Kepler-245 c,Transit,2014,Kepler,17.461,225.6
14210,Kepler-245 c,Transit,2014,Kepler,17.46087931,
14211,Kepler-245 c,Transit,2014,Kepler,,
14212,Kepler-245 c,Transit,2014,Kepler,17.46082827,
14213,Kepler-245 c,Transit,2014,Kepler,17.46086986,
14214,Kepler-245 c,Transit,2014,Kepler,17.46085263,
14215,Kepler-245 c,Transit,2014,Kepler,17.46085263,
14216,Kepler-245 d,Transit,2014,Kepler,36.27594657,
14217,Kepler-245 d,Transit,2014,Kepler,36.27537574,
14218,Kepler-245 d,Transit,2014,Kepler,36.276,21.6
14219,Kepler-245 d,Transit,2014,Kepler,36.27594657,
14220,Kepler-245 d,Transit,2014,Kepler,36.277108,
14221,Kepler-245 d,Transit,2014,Kepler,36.2761238,
14222,Kepler-245 d,Transit,2014,Kepler,36.27594657,
14223,Kepler-245 d,Transit,2014,Kepler,,
14224,Kepler-245 d,Transit,2014,Kepler,36.27594657,
14225,Kepler-245 d,Transit,2014,Kepler,36.28011,
14226,Kepler-245 e,Transit,2016,Kepler,,
14227,Kepler-245 e,Transit,2016,Kepler,3.21981478,
14228,Kepler-245 e,Transit,2016,Kepler,3.219792,
14229,Kepler-245 e,Transit,2016,Kepler,3.21982106,
14230,Kepler-245 e,Transit,2016,Kepler,3.21982106,
14231,Kepler-245 e,Transit,2016,Kepler,3.2198212,
14232,Kepler-245 e,Transit,2016,Kepler,3.21982106,
14233,Kepler-245 e,Transit,2016,Kepler,3.21982106,
14234,Kepler-246 b,Transit,2014,Kepler,4.60181686,
14235,Kepler-246 b,Transit,2014,Kepler,4.60182,
14236,Kepler-246 b,Transit,2014,Kepler,4.60181686,
14237,Kepler-246 b,Transit,2014,Kepler,4.60181322,
14238,Kepler-246 b,Transit,2014,Kepler,4.601836,
14239,Kepler-246 b,Transit,2014,Kepler,4.60181182,
14240,Kepler-246 b,Transit,2014,Kepler,4.60181733,
14241,Kepler-246 b,Transit,2014,Kepler,4.60181686,
14242,Kepler-246 b,Transit,2014,Kepler,,
14243,Kepler-246 b,Transit,2014,Kepler,4.60181686,
14244,Kepler-246 c,Transit,2014,Kepler,11.18714042,
14245,Kepler-246 c,Transit,2014,Kepler,11.18714042,
14246,Kepler-246 c,Transit,2014,Kepler,11.18719905,
14247,Kepler-246 c,Transit,2014,Kepler,11.18714,
14248,Kepler-246 c,Transit,2014,Kepler,11.18714042,
14249,Kepler-246 c,Transit,2014,Kepler,11.18714042,
14250,Kepler-246 c,Transit,2014,Kepler,11.18701801,
14251,Kepler-246 c,Transit,2014,Kepler,11.18737033,
14252,Kepler-246 c,Transit,2014,Kepler,11.187161,
14253,Kepler-246 c,Transit,2014,Kepler,,
14254,Kepler-247 b,Transit,2014,Kepler,3.3361251,
14255,Kepler-247 b,Transit,2014,Kepler,3.33611851,
14256,Kepler-247 b,Transit,2014,Kepler,3.33612311,
14257,Kepler-247 b,Transit,2014,Kepler,3.336157,
14258,Kepler-247 b,Transit,2014,Kepler,3.3361251,
14259,Kepler-247 b,Transit,2014,Kepler,3.33616,
14260,Kepler-247 b,Transit,2014,Kepler,3.336205,
14261,Kepler-247 b,Transit,2014,Kepler,3.3361251,
14262,Kepler-247 b,Transit,2014,Kepler,,
14263,Kepler-247 b,Transit,2014,Kepler,3.3361251,
14264,Kepler-247 c,Transit,2014,Kepler,9.4394608,
14265,Kepler-247 c,Transit,2014,Kepler,9.43945949,
14266,Kepler-247 c,Transit,2014,Kepler,,
14267,Kepler-247 c,Transit,2014,Kepler,9.4394608,
14268,Kepler-247 c,Transit,2014,Kepler,9.43946616,
14269,Kepler-247 c,Transit,2014,Kepler,9.439451,
14270,Kepler-247 c,Transit,2014,Kepler,9.43946119,
14271,Kepler-247 c,Transit,2014,Kepler,9.4394608,
14272,Kepler-247 c,Transit,2014,Kepler,9.4394608,
14273,Kepler-247 c,Transit,2014,Kepler,9.439452,
14274,Kepler-247 d,Transit,2014,Kepler,20.47735749,
14275,Kepler-247 d,Transit,2014,Kepler,20.47735749,
14276,Kepler-247 d,Transit,2014,Kepler,20.47735749,
14277,Kepler-247 d,Transit,2014,Kepler,20.47748843,
14278,Kepler-247 d,Transit,2014,Kepler,,
14279,Kepler-247 d,Transit,2014,Kepler,20.47735749,
14280,Kepler-247 d,Transit,2014,Kepler,20.48379491,
14281,Kepler-247 d,Transit,2014,Kepler,20.476536,
14282,Kepler-247 d,Transit,2014,Kepler,20.477912,
14283,Kepler-248 b,Transit,2014,Kepler,6.30820163,
14284,Kepler-248 b,Transit,2014,Kepler,6.30820589,
14285,Kepler-248 b,Transit,2014,Kepler,6.30820323,
14286,Kepler-248 b,Transit,2014,Kepler,6.30820323,
14287,Kepler-248 b,Transit,2014,Kepler,6.30820323,
14288,Kepler-248 b,Transit,2014,Kepler,6.30820323,
14289,Kepler-248 b,Transit,2014,Kepler,6.308207,
14290,Kepler-248 b,Transit,2014,Kepler,,
14291,Kepler-248 b,Transit,2014,Kepler,6.30821006,
14292,Kepler-248 b,Transit,2014,Kepler,6.308205,
14293,Kepler-248 c,Transit,2014,Kepler,,
14294,Kepler-248 c,Transit,2014,Kepler,16.23947096,
14295,Kepler-248 c,Transit,2014,Kepler,16.23946714,
14296,Kepler-248 c,Transit,2014,Kepler,16.23946714,
14297,Kepler-248 c,Transit,2014,Kepler,16.239494,
14298,Kepler-248 c,Transit,2014,Kepler,16.23949457,
14299,Kepler-248 c,Transit,2014,Kepler,16.23952,
14300,Kepler-248 c,Transit,2014,Kepler,16.23946714,
14301,Kepler-248 c,Transit,2014,Kepler,16.23946714,
14302,Kepler-248 c,Transit,2014,Kepler,16.23946261,
14303,Kepler-249 b,Transit,2014,Kepler,3.30656751,
14304,Kepler-249 b,Transit,2014,Kepler,3.3065691,
14305,Kepler-249 b,Transit,2014,Kepler,3.30655164,
14306,Kepler-249 b,Transit,2014,Kepler,3.30654812,
14307,Kepler-249 b,Transit,2014,Kepler,,
14308,Kepler-249 b,Transit,2014,Kepler,3.30654898,
14309,Kepler-249 b,Transit,2014,Kepler,3.30657027,
14310,Kepler-249 b,Transit,2014,Kepler,3.306562,
14311,Kepler-249 b,Transit,2014,Kepler,,
14312,Kepler-249 b,Transit,2014,Kepler,3.30654898,
14313,Kepler-249 b,Transit,2014,Kepler,3.30654898,
14314,Kepler-249 b,Transit,2014,Kepler,3.30654898,
14315,Kepler-249 b,Transit,2014,Kepler,3.306539,
14316,Kepler-249 b,Transit,2014,Kepler,3.307,
14317,Kepler-249 c,Transit,2014,Kepler,7.11372736,
14318,Kepler-249 c,Transit,2014,Kepler,7.11372736,
14319,Kepler-249 c,Transit,2014,Kepler,7.11373257,
14320,Kepler-249 c,Transit,2014,Kepler,7.114,
14321,Kepler-249 c,Transit,2014,Kepler,7.113702,
14322,Kepler-249 c,Transit,2014,Kepler,,
14323,Kepler-249 c,Transit,2014,Kepler,7.11388016,
14324,Kepler-249 c,Transit,2014,Kepler,7.113726,
14325,Kepler-249 c,Transit,2014,Kepler,7.11372736,
14326,Kepler-249 c,Transit,2014,Kepler,7.11372736,
14327,Kepler-249 c,Transit,2014,Kepler,7.11369666,
14328,Kepler-249 c,Transit,2014,Kepler,7.11375572,
14329,Kepler-249 c,Transit,2014,Kepler,7.11377586,
14330,Kepler-249 c,Transit,2014,Kepler,,
14331,Kepler-249 d,Transit,2014,Kepler,15.36829,
14332,Kepler-249 d,Transit,2014,Kepler,15.368,
14333,Kepler-249 d,Transit,2014,Kepler,15.36845737,
14334,Kepler-249 d,Transit,2014,Kepler,15.36843606,
14335,Kepler-249 d,Transit,2014,Kepler,,
14336,Kepler-249 d,Transit,2014,Kepler,15.36843606,
14337,Kepler-249 d,Transit,2014,Kepler,15.36812973,
14338,Kepler-249 d,Transit,2014,Kepler,15.36834908,
14339,Kepler-249 d,Transit,2014,Kepler,15.36844007,
14340,Kepler-249 d,Transit,2014,Kepler,15.36844088,
14341,Kepler-249 d,Transit,2014,Kepler,15.36843606,
14342,Kepler-249 d,Transit,2014,Kepler,,
14343,Kepler-249 d,Transit,2014,Kepler,15.36843606,
14344,Kepler-249 d,Transit,2014,Kepler,15.368459,
14345,Kepler-25 b,Transit,2011,Kepler,6.23853477,
14346,Kepler-25 b,Transit,2011,Kepler,6.239,9
14347,Kepler-25 b,Transit,2011,Kepler,6.2385369,
14348,Kepler-25 b,Transit,2011,Kepler,6.23853477,
14349,Kepler-25 b,Transit,2011,Kepler,6.23853544,
14350,Kepler-25 b,Transit,2011,Kepler,6.2385593,
14351,Kepler-25 b,Transit,2011,Kepler,6.23853477,
14352,Kepler-25 b,Transit,2011,Kepler,,
14353,Kepler-25 b,Transit,2011,Kepler,6.23853269,
14354,Kepler-25 b,Transit,2011,Kepler,6.2385,4036.3
14355,Kepler-25 b,Transit,2011,Kepler,6.23853477,
14356,Kepler-25 b,Transit,2011,Kepler,6.2385,9.6
14357,Kepler-25 b,Transit,2011,Kepler,6.238297,8.7
14358,Kepler-25 b,Transit,2011,Kepler,6.23853555,
14359,Kepler-25 c,Transit,2011,Kepler,12.72037435,
14360,Kepler-25 c,Transit,2011,Kepler,12.72037435,
14361,Kepler-25 c,Transit,2011,Kepler,12.72037026,
14362,Kepler-25 c,Transit,2011,Kepler,,
14363,Kepler-25 c,Transit,2011,Kepler,12.7204,1322.12
14364,Kepler-25 c,Transit,2011,Kepler,12.7204,24.6
14365,Kepler-25 c,Transit,2011,Kepler,12.72037372,
14366,Kepler-25 c,Transit,2011,Kepler,12.72037491,
14367,Kepler-25 c,Transit,2011,Kepler,12.7203724,
14368,Kepler-25 c,Transit,2011,Kepler,12.72,14.3
14369,Kepler-25 c,Transit,2011,Kepler,12.7207,15.2
14370,Kepler-25 c,Transit,2011,Kepler,12.72037435,
14371,Kepler-25 c,Transit,2011,Kepler,12.7203678,
14372,Kepler-25 c,Transit,2011,Kepler,12.720365,
14373,Kepler-25 c,Transit,2011,Kepler,12.72037435,
14374,Kepler-25 d,Radial Velocity,2014,W. M. Keck Observatory,122.4,71.9
14375,Kepler-25 d,Radial Velocity,2014,W. M. Keck Observatory,123,89.9
14376,Kepler-250 b,Transit,2014,Kepler,4.14808732,
14377,Kepler-250 b,Transit,2014,Kepler,4.14808732,
14378,Kepler-250 b,Transit,2014,Kepler,4.14808732,
14379,Kepler-250 b,Transit,2014,Kepler,4.148141,
14380,Kepler-250 b,Transit,2014,Kepler,4.14810719,
14381,Kepler-250 b,Transit,2014,Kepler,4.14808651,
14382,Kepler-250 b,Transit,2014,Kepler,,
14383,Kepler-250 b,Transit,2014,Kepler,4.14808732,
14384,Kepler-250 b,Transit,2014,Kepler,4.14787,
14385,Kepler-250 c,Transit,2014,Kepler,7.15681773,
14386,Kepler-250 c,Transit,2014,Kepler,7.15681552,
14387,Kepler-250 c,Transit,2014,Kepler,7.156804,
14388,Kepler-250 c,Transit,2014,Kepler,,
14389,Kepler-250 c,Transit,2014,Kepler,7.156816,
14390,Kepler-250 c,Transit,2014,Kepler,7.15681773,
14391,Kepler-250 c,Transit,2014,Kepler,7.15681776,
14392,Kepler-250 c,Transit,2014,Kepler,7.15681773,
14393,Kepler-250 c,Transit,2014,Kepler,7.15681773,
14394,Kepler-250 c,Transit,2014,Kepler,7.15682722,
14395,Kepler-250 d,Transit,2014,Kepler,17.64830992,
14396,Kepler-250 d,Transit,2014,Kepler,17.64830992,
14397,Kepler-250 d,Transit,2014,Kepler,17.6482493,
14398,Kepler-250 d,Transit,2014,Kepler,17.64830992,
14399,Kepler-250 d,Transit,2014,Kepler,17.64822,
14400,Kepler-250 d,Transit,2014,Kepler,,
14401,Kepler-250 d,Transit,2014,Kepler,17.64816096,
14402,Kepler-250 d,Transit,2014,Kepler,17.64830992,
14403,Kepler-250 d,Transit,2014,Kepler,17.648312,
14404,Kepler-250 d,Transit,2014,Kepler,17.64830851,
14405,Kepler-251 b,Transit,2014,Kepler,4.790873,
14406,Kepler-251 b,Transit,2014,Kepler,4.79098351,
14407,Kepler-251 b,Transit,2014,Kepler,4.79091735,
14408,Kepler-251 b,Transit,2014,Kepler,4.790936,
14409,Kepler-251 b,Transit,2014,Kepler,4.79091735,
14410,Kepler-251 b,Transit,2014,Kepler,4.79091735,
14411,Kepler-251 b,Transit,2014,Kepler,,
14412,Kepler-251 b,Transit,2014,Kepler,4.79091735,
14413,Kepler-251 b,Transit,2014,Kepler,4.79090809,
14414,Kepler-251 c,Transit,2014,Kepler,,
14415,Kepler-251 c,Transit,2014,Kepler,16.514043,
14416,Kepler-251 c,Transit,2014,Kepler,16.5141282,
14417,Kepler-251 c,Transit,2014,Kepler,16.51410989,
14418,Kepler-251 c,Transit,2014,Kepler,16.5141282,
14419,Kepler-251 c,Transit,2014,Kepler,16.5141282,
14420,Kepler-251 c,Transit,2014,Kepler,16.5141282,
14421,Kepler-251 c,Transit,2014,Kepler,16.51408633,
14422,Kepler-251 c,Transit,2014,Kepler,16.51413217,
14423,Kepler-251 c,Transit,2014,Kepler,16.51395,
14424,Kepler-251 d,Transit,2014,Kepler,30.1329303,
14425,Kepler-251 d,Transit,2014,Kepler,30.133001,
14426,Kepler-251 d,Transit,2014,Kepler,30.1329303,
14427,Kepler-251 d,Transit,2014,Kepler,30.13275708,
14428,Kepler-251 d,Transit,2014,Kepler,30.13288577,
14429,Kepler-251 d,Transit,2014,Kepler,,
14430,Kepler-251 d,Transit,2014,Kepler,30.1329303,
14431,Kepler-251 d,Transit,2014,Kepler,30.1329303,
14432,Kepler-251 d,Transit,2014,Kepler,30.1329298,
14433,Kepler-251 d,Transit,2014,Kepler,30.13254,
14434,Kepler-251 e,Transit,2014,Kepler,99.6409653,
14435,Kepler-251 e,Transit,2014,Kepler,99.64127656,
14436,Kepler-251 e,Transit,2014,Kepler,99.6409653,
14437,Kepler-251 e,Transit,2014,Kepler,99.6368,
14438,Kepler-251 e,Transit,2014,Kepler,99.6409653,
14439,Kepler-251 e,Transit,2014,Kepler,99.6409653,
14440,Kepler-251 e,Transit,2014,Kepler,99.6415962,
14441,Kepler-251 e,Transit,2014,Kepler,99.640161,
14442,Kepler-251 e,Transit,2014,Kepler,,
14443,Kepler-252 b,Transit,2014,Kepler,6.66834872,
14444,Kepler-252 b,Transit,2014,Kepler,6.66833415,
14445,Kepler-252 b,Transit,2014,Kepler,6.66836145,
14446,Kepler-252 b,Transit,2014,Kepler,,
14447,Kepler-252 b,Transit,2014,Kepler,6.66834872,
14448,Kepler-252 b,Transit,2014,Kepler,6.66833241,
14449,Kepler-252 b,Transit,2014,Kepler,6.668391,
14450,Kepler-252 b,Transit,2014,Kepler,6.66834872,
14451,Kepler-252 b,Transit,2014,Kepler,6.668391,
14452,Kepler-252 b,Transit,2014,Kepler,6.66834872,
14453,Kepler-252 c,Transit,2014,Kepler,10.84844792,
14454,Kepler-252 c,Transit,2014,Kepler,10.84844155,
14455,Kepler-252 c,Transit,2014,Kepler,10.84845974,
14456,Kepler-252 c,Transit,2014,Kepler,10.84844792,
14457,Kepler-252 c,Transit,2014,Kepler,10.84844792,
14458,Kepler-252 c,Transit,2014,Kepler,10.848463,
14459,Kepler-252 c,Transit,2014,Kepler,10.84846973,
14460,Kepler-252 c,Transit,2014,Kepler,10.848507,
14461,Kepler-252 c,Transit,2014,Kepler,10.84844792,
14462,Kepler-252 c,Transit,2014,Kepler,,
14463,Kepler-252 c,Transit,2014,Kepler,10.8484518,
14464,Kepler-253 b,Transit,2014,Kepler,3.784064,
14465,Kepler-253 b,Transit,2014,Kepler,3.78403393,
14466,Kepler-253 b,Transit,2014,Kepler,3.78403393,
14467,Kepler-253 b,Transit,2014,Kepler,3.78402867,
14468,Kepler-253 b,Transit,2014,Kepler,3.78403393,
14469,Kepler-253 b,Transit,2014,Kepler,3.78403393,
14470,Kepler-253 b,Transit,2014,Kepler,,
14471,Kepler-253 b,Transit,2014,Kepler,3.78402353,
14472,Kepler-253 b,Transit,2014,Kepler,3.783986,
14473,Kepler-253 c,Transit,2014,Kepler,10.28193397,
14474,Kepler-253 c,Transit,2014,Kepler,10.28192877,
14475,Kepler-253 c,Transit,2014,Kepler,10.28192877,
14476,Kepler-253 c,Transit,2014,Kepler,,
14477,Kepler-253 c,Transit,2014,Kepler,10.28203415,
14478,Kepler-253 c,Transit,2014,Kepler,10.281951,
14479,Kepler-253 c,Transit,2014,Kepler,10.28192877,
