|name              |ra        |dec      |flux_1_100_gev|flux_1_100_gev_error|detection_significance|spectrum_type   |alt_gammaray_name_1|assoc_name                  |analysis_flags|
|4FGL J0455.9+6757 |04 55 58.2|+67 57 32|    1.7476e-10|          3.0960e-11|                7.6913|PowerLaw        |                   |                            |           000|
|4FGL J0459.7-5413 |04 59 42.9|-54 13 26|    1.2011e-10|          2.5135e-11|                6.7914|PowerLaw        |                   |                            |           004|
|4FGL J0500.9-6945e|05 01 00.0|-69 45 00|    1.7566e-09|          1.0864e-10|               18.0108|PowerLaw        |3FGL J0456.2-6924  |LMC-FarWest                 |           004|
|4FGL J0502.2+3016 |05 02 15.0|+30 16 31|    1.5202e-10|          4.8989e-11|                3.7411|PowerLaw        |                   |                            |          4096|
|4FGL J0503.8-7508 |05 03 48.0|-75 08 45|    1.0744e-10|          2.6536e-11|                4.1265|PowerLaw        |                   |                            |           000|
|4FGL J0506.1+5028 |05 06 08.4|+50 28 16|    3.7749e-10|          6.0941e-11|               10.8000|LogParabola     |                   |                            |           000|
|4FGL J0506.3-0620c|05 06 23.6|-06 20 12|    1.9525e-10|          4.0532e-11|                5.3970|PowerLaw        |                   |                            |           032|
|4FGL J0506.6-4629 |05 06 36.6|-46 29 14|    9.1423e-11|          2.3879e-11|                5.6634|PowerLaw        |                   |                            |           000|
|4FGL J0506.6+4545 |05 06 37.8|+45 45 11|    1.1853e-10|          4.3872e-11|                4.3604|PowerLaw        |                   |                            |           000|
|4FGL J0512.3+3329 |05 12 19.6|+33 29 04|    2.8504e-10|          5.8612e-11|                5.4600|PowerLaw        |                   |                            |           004|
|4FGL J0512.5-2201 |05 12 35.4|-22 01 29|    1.1655e-10|          2.8203e-11|                4.5908|PowerLaw        |                   |                            |           000|
|4FGL J0524.7-8304 |05 24 43.6|-83 04 21|    2.7918e-10|          4.1667e-11|                7.5419|PowerLaw        |                   |                            |           000|
|4FGL J0527.1+1152 |05 27 06.4|+11 52 26|    3.2233e-10|          6.2948e-11|                6.1706|PowerLaw        |                   |                            |           000|
|4FGL J0527.4+6647 |05 27 25.4|+66 47 54|    2.1148e-10|          3.2326e-11|                8.9942|PowerLaw        |3FGL J0527.3+6647  |                            |           000|
|4FGL J0529.1-2449c|05 29 06.6|-24 49 24|    1.2090e-10|          3.4665e-11|                4.6856|PowerLaw        |                   |                            |           036|
|4FGL J0529.9-0224 |05 29 54.5|-02 24 17|    2.3792e-10|          2.7887e-10|                5.8937|LogParabola     |                   |                            |           001|
|4FGL J0530.0-6900e|05 30 00.0|-69 00 00|    3.9741e-09|          1.6331e-10|               28.5537|PowerLaw        |3FGL J0524.5-6937  |LMC-30DorWest               |           000|
|4FGL J0531.5-7823 |05 31 30.5|-78 23 44|    1.4219e-10|          3.1942e-11|                5.2297|PowerLaw        |                   |                            |           000|
|4FGL J0531.7+1241c|05 31 46.8|+12 41 20|    3.4745e-10|          7.2280e-11|                5.0179|PowerLaw        |                   |                            |           032|
|4FGL J0531.8-6639e|05 31 52.8|-66 39 00|    2.0214e-09|          9.3952e-11|               26.1292|PowerLaw        |3FGL J0525.2-6614  |LMC-North                   |           000|
|4FGL J0532.6+3358 |05 32 41.0|+33 59 00|    2.2768e-10|          6.4135e-11|                4.1468|PowerLaw        |                   |                            |           008|
|4FGL J0533.6+5945 |05 33 40.2|+59 45 44|    7.2941e-10|          6.5280e-11|               15.3277|LogParabola     |3FGL J0533.2+5944  |                            |           000|
|4FGL J0533.9+2838 |05 33 55.1|+28 38 14|    2.2409e-10|          7.5254e-11|                5.6504|PowerLaw        |                   |                            |           018|
|4FGL J0534.0+3746c|05 34 03.3|+37 46 17|    3.4425e-10|          7.6606e-11|                5.3684|PowerLaw        |                   |                            |           040|
|4FGL J0534.2+2751 |05 34 17.0|+27 51 33|    2.9584e-10|          8.0022e-11|                5.6457|PowerLaw        |                   |                            |           000|
|4FGL J0535.1-5422 |05 35 08.1|-54 22 55|    2.5027e-10|          3.6359e-11|                8.8026|PowerLaw        |                   |                            |           002|
|4FGL J0535.3+0934 |05 35 21.8|+09 34 57|    2.7747e-10|          5.5961e-11|                5.1343|PowerLaw        |                   |                            |           000|
|4FGL J0536.1-1205 |05 36 07.8|-12 05 37|    1.5062e-10|          3.7193e-11|                4.7209|PowerLaw        |                   |                            |           004|
|4FGL J0537.5+0959 |05 37 30.6|+09 59 10|    2.5065e-10|          5.3929e-11|                4.8084|PowerLaw        |3FGL J0537.0+0957  |                            |           272|
|4FGL J0538.9+3549c|05 38 56.8|+35 49 42|    9.5580e-10|          1.2431e-10|                8.1833|LogParabola     |                   |                            |           036|
|4FGL J0539.2-6333 |05 39 17.0|-63 33 01|    1.4653e-10|          2.8559e-11|                6.2688|PowerLaw        |                   |                            |           000|
|4FGL J0540.0-7552 |05 40 01.5|-75 52 42|    4.5994e-10|          4.5660e-11|               14.9928|LogParabola     |3FGL J0539.9-7553  |                            |           000|
|4FGL J0540.2+0655 |05 40 13.2|+06 55 00|    2.1117e-10|          5.2421e-11|                6.5187|PowerLaw        |                   |                            |           000|
|4FGL J0540.6+5540 |05 40 41.9|+55 40 21|    1.3078e-10|          3.3758e-11|                3.6237|PowerLaw        |                   |                            |          4104|
|4FGL J0540.7+3611c|05 40 44.1|+36 11 59|    7.1946e-10|          1.2381e-10|                5.8356|LogParabola     |                   |                            |           048|
|4FGL J0543.5-8741 |05 43 34.5|-87 41 10|    4.0610e-10|          4.1289e-11|               13.6552|PowerLaw        |3FGL J0542.2-8737  |                            |           256|
|4FGL J0543.9-0418 |05 43 54.5|-04 18 34|    2.9317e-10|          6.1366e-11|                4.9581|PowerLaw        |                   |                            |           002|
|4FGL J0544.4+2238 |05 44 26.2|+22 38 30|    2.9819e-10|          7.0802e-11|                4.7645|PowerLaw        |3FGL J0544.7+2239  |                            |           000|
|4FGL J0544.8+5209c|05 44 52.1|+52 09 37|    1.4360e-10|          3.9922e-11|                3.8340|PowerLaw        |                   |                            |          4392|
|4FGL J0545.7+6016 |05 45 46.1|+60 16 13|    1.0260e-09|          6.2546e-11|               25.3879|LogParabola     |3FGL J0545.6+6019  |                            |           000|
|4FGL J0545.8-0905 |05 45 49.4|-09 05 42|    5.2107e-10|          8.1946e-11|                7.8151|PowerLaw        |                   |                            |           017|
|4FGL J0546.5-1100 |05 46 34.2|-11 00 46|    3.4446e-10|          7.7686e-11|                6.1091|LogParabola     |                   |                            |           001|
|4FGL J0548.6+1200 |05 48 38.8|+12 00 10|    2.0387e-10|          5.6700e-11|                4.2860|PowerLaw        |                   |                            |           000|
|4FGL J0550.5-4356 |05 50 31.0|-43 56 53|    2.2794e-10|          3.5010e-11|               10.6875|PowerLaw        |1FGL J0550.8-4400  |                            |           000|
|4FGL J0551.7+0446 |05 51 47.7|+04 46 42|    3.8681e-10|          9.6649e-11|                8.2709|LogParabola     |1FGL J0551.6+0449c |                            |           000|
|4FGL J0551.8-2130 |05 51 48.3|-21 30 58|    1.0589e-10|          2.8792e-11|                4.1133|PowerLaw        |                   |                            |           000|
|4FGL J0552.0+2656c|05 52 02.4|+26 56 00|    3.8185e-10|          8.5393e-11|                4.9042|PowerLaw        |                   |                            |           040|
|4FGL J0553.5+4810 |05 53 35.4|+48 10 21|    1.2653e-10|          4.0180e-11|                3.9125|PowerLaw        |                   |                            |          4096|
|4FGL J0553.6+0100 |05 53 37.1|+01 00 50|    3.0273e-10|          9.0369e-11|                4.7695|LogParabola     |                   |                            |           016|
|4FGL J0553.9-5048 |05 53 59.5|-50 48 48|    1.8241e-10|          2.9523e-11|                7.9672|PowerLaw        |                   |                            |           000|
|4FGL J0554.0-0839 |05 54 04.2|-08 39 19|    2.6378e-10|          5.3114e-11|                5.5779|PowerLaw        |                   |                            |           000|
|4FGL J0554.2-0259 |05 54 15.2|-02 59 11|    2.9011e-10|          5.8258e-11|                5.1798|PowerLaw        |                   |                            |           000|
|4FGL J0555.1+0150c|05 55 06.4|+01 50 48|    6.5053e-10|          1.0354e-10|                7.2315|LogParabola     |                   |                            |           032|
|4FGL J0557.5-4452 |05 57 30.6|-44 52 11|    1.0018e-10|          2.8392e-11|                6.2089|PowerLaw        |                   |                            |           020|
|4FGL J0558.1-2113 |05 58 07.0|-21 13 36|    3.0726e-10|          4.0659e-11|               10.2842|PowerLaw        |                   |                            |           000|
|4FGL J0558.2+0132c|05 58 14.0|+01 32 37|    3.9924e-10|          9.3980e-11|                5.2914|LogParabola     |                   |                            |           049|
|4FGL J0559.3+0352 |05 59 18.2|+03 52 03|    1.4124e-10|          5.0816e-11|                5.7963|LogParabola     |                   |                            |          2049|
|4FGL J0600.4+4949 |06 00 28.3|+49 49 02|    1.5968e-10|          3.7710e-11|                4.3264|PowerLaw        |                   |                            |           000|
|4FGL J0601.0-1016c|06 01 01.7|-10 16 42|    3.7312e-10|          8.0099e-11|                5.7510|LogParabola     |                   |                            |           033|
|4FGL J0601.4-6057 |06 01 25.1|-60 57 51|    1.5361e-10|          2.9973e-11|                5.8158|PowerLaw        |                   |                            |           000|
|4FGL J0607.9-1904 |06 07 54.8|-19 04 05|    1.4141e-10|          3.8149e-11|                4.4585|PowerLaw        |                   |                            |           000|
|4FGL J0608.6-2305 |06 08 36.1|-23 05 30|    1.5239e-10|          3.3124e-11|                5.0242|PowerLaw        |3FGL J0608.2-2306  |                            |           000|
|4FGL J0609.0+2136c|06 09 00.0|+21 36 32|    9.1094e-10|          1.2650e-10|                8.0106|LogParabola     |3FGL J0609.3+2131  |                            |           036|
|4FGL J0609.0+2006 |06 09 01.1|+20 06 12|    7.8960e-10|          1.6847e-10|                6.7498|LogParabola     |                   |                            |           020|
